id;frequency_power_mean;frequency_power_median;frequency_power_deviation;amplitude_mean_mean;amplitude_mean_median;amplitude_mean_deviation;weighted_frequency_mean;weighted_frequency_median;weighted_frequency_deviation;label
blues_6;10175094000000.0;328420700000.0;38161426000000.0;35532.93;11877.008;68098.48;135.1559868477284;88.66751261670538;161.07896121072093;blues
blues_11;2412243300000.0;21282937000.0;24563040000000.0;10863.63;3646.7783;37548.613;34.37543861276839;21.086131035110625;81.04081994454914;blues
blues_96;1227873600000.0;18615366000.0;6245276700000.0;9359.885;2610.0974;28117.389;61.0511564644888;38.3895022060197;109.26214865986505;blues
blues_2;11899756000000.0;220429420000.0;40125890000000.0;53397.83;15873.491;102877.74;105.49119979336707;67.60082983114295;144.4145871886984;blues
blues_16;3326706700000.0;21298200000.0;12884982000000.0;18706.771;4067.237;38807.555;124.98629005724638;81.33168900572485;158.64677524157412;blues
blues_0;6917654000000.0;168318800000.0;26156620000000.0;39124.54;14284.995;72627.15;90.16782144048388;57.554439503486535;131.52253488443765;blues
blues_99;5821366000000.0;90373390000.0;18345728000000.0;32155.531;8354.588;53040.402;147.73172862362614;98.38129899386468;174.10560822868362;blues
blues_17;3802958100000.0;14587742000.0;27408491000000.0;19096.553;3192.8792;54746.723;77.48248591488439;48.57751276408115;116.1770012114036;blues
blues_5;5134354000000.0;1012451500000.0;21980531000000.0;30203.035;20748.945;52193.605;170.81287549856353;118.7614217577904;163.0487271419643;blues
blues_98;6131095000000.0;849261900000.0;23253083000000.0;46776.93;30629.758;69341.28;155.55954682922481;104.86822019425944;155.5558386522126;blues
blues_3;9294131000000.0;33327290000.0;125361560000000.0;24927.107;5258.627;97302.73;29.34602809010807;17.74485093901511;73.64590254821388;blues
blues_93;2204591700000.0;9502850000.0;21733591000000.0;9094.088;878.758;44467.414;31.9288525485598;19.689607782840312;80.6065968994672;blues
blues_14;2523385000000.0;15465747000.0;11182489000000.0;12956.999;2643.4573;31800.158;122.53123352814222;79.34592051608853;149.54185865407396;blues
blues_22;5842097700000.0;41348747000.0;24627357000000.0;23249.984;4270.449;55188.8;116.21698241059015;74.79113847383744;139.57346187467485;blues
blues_97;14899616000000.0;211709590000.0;101127400000000.0;41154.195;11100.035;125247.125;47.302770037163185;29.29381994138948;90.21296232423607;blues
blues_21;4781303000000.0;22942298000.0;27688025000000.0;19235.916;3241.888;52988.39;102.23648030787376;64.81914644483962;131.26608351106145;blues
blues_12;6418730000000.0;34449870000.0;65292780000000.0;24547.445;5065.8784;69840.51;96.9936546901159;61.7279021989136;130.06801736834854;blues
blues_10;10548468000000.0;204960560000.0;54796262000000.0;33887.805;10705.541;72865.81;110.76312265536271;72.82541413252994;157.61529719884913;blues
blues_8;7684661700000.0;220523100000.0;55393183000000.0;38326.58;15107.63;92702.78;67.21152860035886;41.89738357635409;102.32603954403181;blues
metal_21;4458675000000.0;1235356200000.0;21311598000000.0;50212.727;43887.812;57910.953;176.37006089725423;123.84034030280262;159.00936211774632;metal
metal_11;18796524000000.0;2589755400000.0;63961040000000.0;110331.53;68468.17;139933.98;177.02239801427828;122.02195203235269;168.89507590030755;metal
metal_12;4649231000000.0;806034600000.0;18829670000000.0;54929.117;37151.156;66923.34;185.6203063407247;128.99541820513002;173.4080532671502;metal
metal_18;4988239000000.0;509286900000.0;12313752000000.0;57542.836;25293.719;69045.9;218.82790876058135;153.61525603749095;202.6282133045519;metal
metal_8;1276775500000.0;149359330000.0;8187365300000.0;22478.625;13142.34;35781.117;124.15580519189749;88.72200250204219;122.37299821683156;metal
metal_1;3431846000000.0;427770250000.0;15813970000000.0;42588.883;26493.76;57660.77;135.2268224646407;92.57506761072864;134.26584667014035;metal
metal_22;14755877000000.0;1069677540000.0;64348643000000.0;70309.58;42409.082;122624.78;101.21516869842068;65.78655708404402;125.72169838213537;metal
metal_99;11341555000000.0;1137881600000.0;88090280000000.0;57370.39;37961.55;104580.38;85.50468384347928;54.96329677457123;100.4376000989575;metal
metal_20;5011931000000.0;872752100000.0;22259270000000.0;49833.086;35293.26;70042.766;131.7280257197775;88.94228064278704;132.40716233954592;metal
metal_95;13406464000000.0;1490553700000.0;86819060000000.0;69939.93;45545.87;111696.61;96.15734471094046;62.934082132559126;108.84107068938833;metal
metal_10;5031206600000.0;1321628000000.0;19036883000000.0;59535.48;46819.844;68672.33;187.82715881553875;133.8846135373718;165.06937092854812;metal
metal_15;4333465800000.0;885970760000.0;19761880000000.0;50131.47;38410.383;66599.34;151.1708636038917;105.52236380775426;141.24313589815745;metal
metal_13;2658130500000.0;674093900000.0;9889218000000.0;44524.195;34622.25;49469.984;206.96301830256692;147.654859948565;182.05862978305555;metal
metal_94;3116830800000.0;622015200000.0;9652908000000.0;39636.11;28619.871;46050.25;162.0915186838393;111.1580421489878;157.93868275187398;metal
metal_5;5617526000000.0;599070000000.0;26187177000000.0;48184.066;31097.23;70445.805;114.44001722913444;75.50901841303143;126.77973285777527;metal
metal_19;3900648200000.0;728367000000.0;15239929000000.0;46248.004;32271.965;60197.594;152.18009746597656;104.39507948214862;146.3302566898379;metal
metal_0;4859852000000.0;672522000000.0;21490932000000.0;55504.96;32601.756;62691.367;169.52953633688887;122.1000922331238;152.1233250921709;metal
metal_93;3144892300000.0;524178750000.0;18765650000000.0;36009.992;30773.998;55766.855;111.13956162613593;73.48915637379794;120.43150843945878;metal
metal_98;8254941000000.0;594839700000.0;51635313000000.0;48741.32;25570.082;82311.195;91.15200122641026;58.63493357312335;106.60400255803931;metal
metal_4;1458050400000.0;305080240000.0;7360106000000.0;32034.287;22860.19;37054.83;171.25087437925527;124.5704771808989;150.90716790788053;metal
metal_2;6466561000000.0;527510800000.0;21228587000000.0;55995.344;27307.883;76905.61;140.49094523573692;93.11057845578298;154.76414479098426;metal
metal_17;4702731000000.0;802245500000.0;22044127000000.0;49111.984;34943.777;71648.71;127.99793440590585;86.5212455407414;128.4537655839376;metal
metal_97;13161036000000.0;811587500000.0;85294810000000.0;58340.805;31030.324;123768.055;74.69723769905464;47.499521496337024;94.86763994403002;metal
metal_14;2218291400000.0;431540600000.0;9153844000000.0;35881.906;25680.598;44181.957;196.56906649676102;138.02294742390416;179.28699007342297;metal
metal_9;34601175000000.0;2604023400000.0;230316820000000.0;110839.42;67614.58;222762.48;74.89035592571022;48.19858573341226;97.65873847760761;metal
metal_16;26431460000000.0;4315539000000.0;78246790000000.0;133873.12;85935.91;145240.83;191.6812289076633;133.05450787020345;180.832510152666;metal
metal_7;1745837900000.0;201933030000.0;8741605300000.0;31030.773;18276.414;40591.2;144.63399022145893;99.68787669990337;141.1541948722084;metal
metal_3;8338608000000.0;1535220100000.0;36765155000000.0;67937.25;47313.54;82323.74;172.4886703177399;118.26824417142032;165.68493827045543;metal
metal_6;928047000000.0;227019160000.0;3150601800000.0;23949.67;18217.799;24176.072;202.2707528916642;145.9009941279345;175.0675177729202;metal
metal_96;13580334000000.0;2017350400000.0;76651640000000.0;69201.78;51779.76;112966.91;100.76752070478844;66.51417930911015;110.73499057980517;metal
reggae_94;6849893000000.0;203108300000.0;35093146000000.0;42456.855;12794.67;74513.1;112.01548927538998;72.65962529013017;137.11073491174093;reggae
reggae_87;19720649000000.0;1639191700000.0;212174420000000.0;57609.53;39042.46;110488.9;78.49515764437332;56.08471295045477;87.81164852779877;reggae
reggae_82;14901471000000.0;1360691100000.0;189528870000000.0;47869.33;31207.98;115160.59;65.55297487099139;43.117825420778715;78.97534524963092;reggae
reggae_84;5067959700000.0;201408090000.0;26107990000000.0;31291.758;14061.116;67441.68;83.87626456521825;53.493674509875014;119.02501105453858;reggae
reggae_86;48289626000000.0;35755175000000.0;43795987000000.0;257416.16;241218.52;111370.54;484.7041492788461;479.22265431146354;290.62382488263495;reggae
reggae_83;1500574400000.0;27714384000.0;6070557700000.0;12609.157;3564.001;28123.135;137.13521412857722;90.10137485462624;157.69198420058294;reggae
reggae_1;2851457700000.0;50633660000.0;18665010000000.0;19786.79;7268.0596;49127.12;55.67699394097852;34.59836616552413;97.97847713205341;reggae
reggae_80;17361510000000.0;1435633500000.0;216944650000000.0;52295.57;33139.195;126039.68;64.03313094818118;41.75930503110489;78.95279402639507;reggae
reggae_92;3570617800000.0;214479490000.0;14151851000000.0;29578.857;15373.831;43242.965;131.28911443280373;85.97253740339153;152.43584551782592;reggae
reggae_0;3727909200000.0;183653800000.0;17148455000000.0;26957.684;13093.59;48981.734;103.92011435363503;67.38487328980978;133.79274090363631;reggae
reggae_4;4538020000000.0;174766420000.0;33450503000000.0;26825.0;12257.646;57908.715;73.60675301907239;46.26519898297779;98.47036288308273;reggae
reggae_90;10399552000000.0;610292600000.0;100437390000000.0;40395.65;23960.273;80666.69;74.9495910348827;50.49596464636397;84.92696797859084;reggae
reggae_2;3725638200000.0;136976810000.0;24317593000000.0;24388.264;11149.691;54865.184;65.79969201923006;41.305369392724124;97.62391372583008;reggae
reggae_6;4828299300000.0;46068855000.0;36000460000000.0;21706.934;6495.0435;59105.19;44.29679283063374;27.06852477194387;86.97412606067658;reggae
reggae_78;3502022600000.0;314695400000.0;23607258000000.0;27910.168;16262.294;54483.71;101.19685958934895;67.64895944835312;108.34540162643901;reggae
reggae_85;6245553000000.0;46811062000.0;33556072000000.0;33482.984;5437.6675;57783.336;139.79670696850854;91.84844981248241;150.8928534681247;reggae
reggae_88;5740765000000.0;966232640000.0;20197400000000.0;52088.656;36217.855;48729.582;160.75826934741087;119.26909770074936;148.75887781831645;reggae
reggae_91;1985770700000.0;124664580000.0;7811375300000.0;22690.523;12068.955;31941.834;133.6936862214921;87.88108622732292;153.3288335318744;reggae
reggae_99;11981859000000.0;2363417400000.0;85002420000000.0;65166.543;50789.72;105429.55;172.5052683279094;118.41767904792779;163.73031529314682;reggae
reggae_98;7491372400000.0;304213980000.0;78881570000000.0;34140.1;16035.246;85935.59;66.63710660239744;42.27676634562752;88.1222992054739;reggae
reggae_96;11027805000000.0;189443110000.0;125388785000000.0;35829.906;11173.1045;93078.164;72.1959458977559;45.02243619814169;94.26809501591902;reggae
reggae_3;3843739400000.0;86538010000.0;34649114000000.0;21504.727;8599.705;54227.535;61.82278099197433;38.40992721217249;93.23584717575005;reggae
reggae_5;4430574000000.0;92037630000.0;31309766000000.0;25651.129;9839.168;54637.145;78.34411533807044;48.91129843204841;113.23093428322221;reggae
reggae_81;14901471000000.0;1360691100000.0;189528870000000.0;47869.33;31207.98;115160.59;65.55297487099139;43.117825420778715;78.97534524963092;reggae
reggae_97;5256587000000.0;133089420000.0;26850842000000.0;31282.402;10733.265;54789.17;114.52095889094502;74.83732903873789;142.1035182055948;reggae
reggae_95;10684075000000.0;652262000000.0;68331150000000.0;55305.867;29243.953;97753.32;98.01445315844275;65.61568264375866;115.14482670169744;reggae
reggae_79;3179315000000.0;1229155300000.0;18625950000000.0;30850.732;29528.43;34351.598;231.72910980863332;173.02117458166293;187.62786364653442;reggae
reggae_89;9518218000000.0;47943600000.0;64850510000000.0;31955.285;5898.111;88846.32;52.0126550973776;31.582962336824586;91.78058945098267;reggae
reggae_7;3483577600000.0;66287534000.0;26736052000000.0;22389.45;8094.5093;49389.797;68.26263764159074;42.26305110103179;103.5063209131351;reggae
reggae_93;4612747700000.0;140834900000.0;17756756000000.0;32473.092;11021.143;56239.066;104.49188315106592;68.91595313153542;135.4198025180653;reggae
