id;frequency_power_mean;frequency_power_median;frequency_power_deviation;amplitude_mean_mean;amplitude_mean_median;amplitude_mean_deviation;weighted_frequency_mean;weighted_frequency_median;weighted_frequency_deviation;label
blues_5;4841334000000.0;951852860000.0;20334179000000.0;29347.36;19977.557;50883.75;170.72832457124304;118.6969224167563;163.00132703631107;blues
metal_21;4210055000000.0;1162274900000.0;19951511000000.0;48854.02;42518.957;56494.953;176.36677497585958;123.83502691907144;159.01364997730164;metal
metal_11;17732188000000.0;2435956900000.0;59723040000000.0;107236.25;66491.2;135956.52;177.08817609224357;122.07314707768649;168.93985906393368;metal
metal_12;4388655500000.0;756721400000.0;17640764000000.0;53420.75;36064.582;65289.047;185.6243010645481;128.99975496414137;173.40716581200095;metal
metal_18;4707294600000.0;488026280000.0;11358990000000.0;55909.227;24579.14;67098.875;218.86601128478284;153.64451451673096;202.65526503663557;metal
metal_8;1205225300000.0;140776400000.0;7613927000000.0;21932.678;12703.891;34927.617;124.14831331670032;88.71262573835887;122.37214407500886;metal
metal_1;3240479400000.0;402304070000.0;14855116000000.0;41417.125;25564.863;56218.223;135.17034368541613;92.53477287688148;134.22703951289284;metal
metal_22;13916827000000.0;1007092760000.0;59826110000000.0;68461.15;41064.18;119338.43;101.22088510418546;65.79114334094544;125.75598557893004;metal
metal_99;10685048000000.0;1059271540000.0;82468095000000.0;55729.35;36675.883;101895.66;85.53448200056911;54.97974578290234;100.4676595789156;metal
metal_20;4717496000000.0;821176040000.0;20859253000000.0;48342.04;34198.95;67954.445;131.8546402146144;89.0351804400448;132.48304811954256;metal
metal_95;12643211000000.0;1405896500000.0;81318380000000.0;68083.42;44155.47;108998.35;96.1245829533104;62.90557257707458;108.83247260741736;metal
metal_10;4754279000000.0;1239994100000.0;17941832000000.0;57862.246;45314.633;66954.94;187.66805652805985;133.75500413138775;164.9729717090519;metal
metal_15;4082387600000.0;834005570000.0;18499942000000.0;48695.484;37257.293;64825.06;151.3294960691025;105.64597681579951;141.3419184714188;metal
metal_13;2506498200000.0;636634400000.0;9274988000000.0;43227.445;33558.11;48059.375;206.9911051333635;147.6769714672826;182.07791508622608;metal
metal_94;2942653700000.0;585238450000.0;9000782000000.0;38478.92;27752.977;44854.82;162.07564856751327;111.14411369812755;157.93871930405143;metal
metal_5;5298323500000.0;562262970000.0;24486288000000.0;46831.9;30151.623;68652.14;114.49586906480984;75.54641042273767;126.82400099598664;metal
metal_19;3678703000000.0;687065860000.0;14312512000000.0;44871.51;31364.486;58409.695;152.3569266576897;104.53278736343267;146.44249189807925;metal
metal_0;4586077000000.0;630326000000.0;20154904000000.0;54017.945;31589.723;61354.01;169.68941612084814;122.24268486613364;152.20315994480248;metal
metal_93;2968947000000.0;492490460000.0;17581270000000.0;34972.5;29844.328;54273.332;111.04385484687802;73.41800375656386;120.36944829816024;metal
metal_98;7780124600000.0;555798100000.0;48282370000000.0;47380.074;24816.043;80157.16;91.20352793593852;58.66581360373651;106.66126778629636;metal
metal_4;1375933300000.0;288580800000.0;6907121000000.0;31085.043;22157.95;36028.027;171.1541746138815;124.49666925238536;150.84694941184156;metal
reggae_94;6463000400000.0;190821170000.0;32573995000000.0;41273.46;12370.139;72760.36;112.0244455503928;72.6630380521952;137.13640329338804;reggae
reggae_87;18601210000000.0;1544204600000.0;196101500000000.0;55666.863;37377.727;107775.61;78.57188936961433;56.14963536175621;87.83788298290024;reggae
reggae_82;14072085000000.0;1286041800000.0;176307170000000.0;46308.207;30022.14;112094.02;65.40958584818452;43.019138601737225;78.86131487150351;reggae
reggae_84;4783236700000.0;190647570000.0;24311627000000.0;30398.246;13483.278;65681.36;83.88721315595393;53.50170478248262;119.04347664742596;reggae
reggae_86;45553650000000.0;34576253000000.0;39939308000000.0;247748.2;233765.75;102176.5;484.7664754418583;479.2928180241808;290.6364406137548;reggae
reggae_83;1415363200000.0;26245722000.0;5615800000000.0;12315.801;3440.6155;27549.299;137.12836404654698;90.09539865082736;157.6832246828183;reggae
reggae_1;2681871000000.0;47897880000.0;17269316000000.0;19273.092;6969.207;48001.785;55.75387279449009;34.64632194044776;98.05931238058504;reggae
reggae_80;16394064000000.0;1363144100000.0;201675980000000.0;50613.883;31939.54;122652.09;63.89950269815316;41.66885601488075;78.84539850916782;reggae
reggae_92;3367892000000.0;201005060000.0;13232457000000.0;28726.8;14939.685;42129.03;131.29489262909487;85.97707505515831;152.40696462576545;reggae
reggae_0;3515388800000.0;173428540000.0;15986267000000.0;26138.078;12646.198;47698.35;103.90443208669656;67.37281460364109;133.77675131044757;reggae
reggae_4;4279779200000.0;164102280000.0;31344636000000.0;25951.127;11767.131;56275.05;73.65332667150088;46.29633526775236;98.49511946049168;reggae
reggae_90;9826300000000.0;575500900000.0;94166850000000.0;39102.85;23029.271;78763.12;74.847779527532;50.41306838496881;84.89191283496227;reggae
reggae_2;3520894900000.0;129363100000.0;22802558000000.0;23579.266;10710.997;53278.625;65.75481160639028;41.27499441391662;97.60458970292215;reggae
reggae_6;4557831700000.0;43142873000.0;33194544000000.0;21146.424;6250.975;57994.95;44.28785518302147;27.061433723340556;86.96617449708921;reggae
reggae_78;3306605500000.0;297429040000.0;22092976000000.0;27020.344;15545.138;53303.344;101.1555510416598;67.63493152968536;108.291953805251;reggae
reggae_85;5889949000000.0;43657150000.0;31315513000000.0;32469.9;5213.752;56481.656;139.85688816450175;91.89359019136808;150.9155541774988;reggae
reggae_88;5422239000000.0;906801700000.0;18988004000000.0;50405.594;35108.33;47261.727;160.68541047931012;119.22256142083585;148.69749393775442;reggae
reggae_91;1873176800000.0;117192770000.0;7305620400000.0;22034.602;11665.535;31119.156;133.6906902365794;87.87933910419682;153.2900649833108;reggae
reggae_99;11310989000000.0;2236762800000.0;78362610000000.0;63189.375;48673.652;102833.61;172.51430148505932;118.42363474961542;163.74181620491484;reggae
reggae_98;7059217000000.0;287208050000.0;72863700000000.0;33180.453;15477.293;84069.68;66.67063558241203;42.30040102002004;88.1361991558235;reggae
