id;frequency_power_mean;frequency_power_median;frequency_power_deviation;amplitude_mean_mean;amplitude_mean_median;amplitude_mean_deviation;weighted_frequency_mean;weighted_frequency_median;weighted_frequency_deviation;label
jazz_15;1595016200000.0;23387783000.0;6250482000000.0;16636.246;5421.0913;31906.428;111.50937425077562;71.6385477592676;146.82085306288053;jazz
jazz_3;1691591400000.0;1824443900.0;9543306000000.0;12933.494;1192.0093;39509.715;67.97386116717664;42.90012335451345;125.77638406120704;jazz
jazz_20;357827600000.0;1215333600.0;2051304800000.0;4230.3247;928.33026;12331.245;69.99763371494949;43.65676530035599;118.88977574892412;jazz
jazz_29;519387280000.0;19588348000.0;2041606000000.0;10817.094;4935.391;18301.275;110.61086073525412;71.72282158507568;135.41526125350703;jazz
jazz_23;3065458000000.0;60973883000.0;18944568000000.0;19397.346;8404.123;43759.613;93.75181531313154;60.38440649428708;138.60337125749177;jazz
jazz_21;962874800000.0;141899280000.0;4343202600000.0;18859.672;13818.713;25066.03;145.04783588610582;98.81867708533008;145.44882010474163;jazz
blues_19;4268235000000.0;19416232000.0;20894070000000.0;20107.027;3519.1787;48908.91;116.56744501428282;75.12642111732825;149.17234854969956;blues
blues_7;8093221000000.0;266826060000.0;46850783000000.0;33171.656;11907.395;74636.09;116.23585804480892;75.26530080441837;140.98291506784963;blues
blues_4;3913619000000.0;364466240000.0;11705773000000.0;29878.996;15175.154;48482.27;167.11667704615326;113.33581537460466;177.4337497847903;blues
blues_20;2838854400000.0;16390394000.0;16091994000000.0;16486.43;3511.632;42198.164;95.29514054136128;60.57114201325115;135.47380179971765;blues
blues_15;3252620400000.0;25928286000.0;13563801000000.0;17658.86;4052.9287;37240.566;126.08815019142848;82.05298870260441;156.03562617538657;blues
blues_18;3265858400000.0;11661281000.0;22635472000000.0;14397.605;3459.7673;37338.19;83.99969560551233;53.76262896192133;129.29684152302175;blues
blues_94;8870666000000.0;152046030000.0;80612040000000.0;24935.496;7706.9053;86139.32;44.82579411306456;27.5068734963918;79.69817952700159;blues
blues_1;4073162800000.0;83779944000.0;21868554000000.0;22781.367;8193.518;56644.08;65.92451027303869;41.49921235711858;105.8777394201496;blues
blues_95;12929036000000.0;256108760000.0;72467420000000.0;42383.887;13076.916;111392.016;63.50691363551168;39.60475105108728;106.6121772110426;blues
blues_9;3838047700000.0;142365980000.0;15222233000000.0;20849.055;9478.148;37029.816;121.3884832791125;79.89994479150639;152.23435341376475;blues
blues_13;6029647500000.0;11317041000.0;75787684000000.0;21044.488;3917.3196;72766.56;55.23214912913488;34.86112254719079;107.5702591855454;blues
blues_6;10175094000000.0;328420700000.0;38161426000000.0;35532.93;11877.008;68098.48;135.1559868477284;88.66751261670538;161.07896121072093;blues
blues_11;2412243300000.0;21282937000.0;24563040000000.0;10863.63;3646.7783;37548.613;34.37543861276839;21.086131035110625;81.04081994454914;blues
blues_96;1227873600000.0;18615366000.0;6245276700000.0;9359.885;2610.0974;28117.389;61.0511564644888;38.3895022060197;109.26214865986503;blues
blues_2;11899756000000.0;220429420000.0;40125890000000.0;53397.83;15873.491;102877.74;105.49119979336707;67.60082983114295;144.4145871886984;blues
blues_16;3326706700000.0;21298200000.0;12884982000000.0;18706.771;4067.237;38807.555;124.98629005724638;81.33168900572485;158.64677524157412;blues
blues_0;6917654000000.0;168318800000.0;26156620000000.0;39124.54;14284.995;72627.15;90.16782144048388;57.554439503486535;131.52253488443765;blues
blues_99;5821366000000.0;90373390000.0;18345728000000.0;32155.531;8354.588;53040.402;147.73172862362614;98.38129899386468;174.10560822868362;blues
blues_17;3802958100000.0;14587742000.0;27408491000000.0;19096.553;3192.8792;54746.723;77.48248591488439;48.57751276408115;116.1770012114036;blues
blues_5;5134354000000.0;1012451500000.0;21980531000000.0;30203.035;20748.945;52193.605;170.81287549856353;118.7614217577904;163.0487271419643;blues
metal_21;4458675000000.0;1235356200000.0;21311598000000.0;50212.727;43887.812;57910.953;176.37006089725423;123.84034030280262;159.00936211774632;metal
metal_11;18796524000000.0;2589755400000.0;63961040000000.0;110331.53;68468.17;139933.98;177.02239801427828;122.02195203235269;168.89507590030755;metal
metal_12;4649231000000.0;806034600000.0;18829670000000.0;54929.117;37151.156;66923.34;185.6203063407247;128.99541820513002;173.4080532671502;metal
metal_18;4988239000000.0;509286900000.0;12313752000000.0;57542.836;25293.719;69045.9;218.82790876058132;153.61525603749095;202.6282133045519;metal
metal_8;1276775500000.0;149359330000.0;8187365300000.0;22478.625;13142.34;35781.117;124.15580519189749;88.72200250204219;122.37299821683156;metal
metal_1;3431846000000.0;427770250000.0;15813970000000.0;42588.883;26493.76;57660.77;135.2268224646407;92.57506761072864;134.26584667014035;metal
metal_22;14755877000000.0;1069677540000.0;64348643000000.0;70309.58;42409.082;122624.78;101.21516869842068;65.78655708404402;125.72169838213536;metal
metal_99;11341555000000.0;1137881600000.0;88090280000000.0;57370.39;37961.55;104580.38;85.50468384347928;54.96329677457123;100.4376000989575;metal
metal_20;5011931000000.0;872752100000.0;22259270000000.0;49833.086;35293.26;70042.766;131.7280257197775;88.94228064278704;132.40716233954592;metal
metal_95;13406464000000.0;1490553700000.0;86819060000000.0;69939.93;45545.87;111696.61;96.15734471094046;62.934082132559126;108.84107068938832;metal
metal_10;5031206600000.0;1321628000000.0;19036883000000.0;59535.48;46819.844;68672.33;187.82715881553875;133.8846135373718;165.06937092854812;metal
metal_15;4333465800000.0;885970760000.0;19761880000000.0;50131.47;38410.383;66599.34;151.1708636038917;105.52236380775426;141.24313589815745;metal
metal_13;2658130500000.0;674093900000.0;9889218000000.0;44524.195;34622.25;49469.984;206.9630183025669;147.654859948565;182.05862978305555;metal
metal_94;3116830800000.0;622015200000.0;9652908000000.0;39636.11;28619.871;46050.25;162.0915186838393;111.1580421489878;157.93868275187398;metal
metal_5;5617526000000.0;599070000000.0;26187177000000.0;48184.066;31097.23;70445.805;114.44001722913444;75.50901841303143;126.77973285777529;metal
metal_19;3900648200000.0;728367000000.0;15239929000000.0;46248.004;32271.965;60197.594;152.18009746597656;104.39507948214862;146.3302566898379;metal
metal_0;4859852000000.0;672522000000.0;21490932000000.0;55504.96;32601.756;62691.367;169.52953633688887;122.1000922331238;152.1233250921709;metal
metal_93;3144892300000.0;524178750000.0;18765650000000.0;36009.992;30773.998;55766.855;111.13956162613592;73.48915637379794;120.43150843945878;metal
metal_98;8254941000000.0;594839700000.0;51635313000000.0;48741.32;25570.082;82311.195;91.15200122641026;58.63493357312335;106.60400255803933;metal
metal_4;1458050400000.0;305080240000.0;7360106000000.0;32034.287;22860.19;37054.83;171.2508743792553;124.5704771808989;150.9071679078805;metal
reggae_94;6849893000000.0;203108300000.0;35093146000000.0;42456.855;12794.67;74513.1;112.01548927538998;72.65962529013017;137.11073491174093;reggae
reggae_87;19720649000000.0;1639191700000.0;212174420000000.0;57609.53;39042.46;110488.9;78.49515764437332;56.08471295045477;87.81164852779877;reggae
reggae_82;14901471000000.0;1360691100000.0;189528870000000.0;47869.33;31207.98;115160.59;65.55297487099139;43.11782542077872;78.97534524963092;reggae
reggae_84;5067959700000.0;201408090000.0;26107990000000.0;31291.758;14061.116;67441.68;83.87626456521825;53.49367450987501;119.02501105453858;reggae
reggae_86;48289626000000.0;35755175000000.0;43795987000000.0;257416.16;241218.52;111370.54;484.7041492788461;479.22265431146354;290.6238248826349;reggae
reggae_83;1500574400000.0;27714384000.0;6070557700000.0;12609.157;3564.001;28123.135;137.13521412857722;90.10137485462624;157.69198420058294;reggae
reggae_1;2851457700000.0;50633660000.0;18665010000000.0;19786.79;7268.0596;49127.12;55.67699394097852;34.59836616552413;97.9784771320534;reggae
reggae_80;17361510000000.0;1435633500000.0;216944650000000.0;52295.57;33139.195;126039.68;64.03313094818118;41.75930503110489;78.95279402639507;reggae
reggae_92;3570617800000.0;214479490000.0;14151851000000.0;29578.857;15373.831;43242.965;131.28911443280373;85.97253740339153;152.43584551782592;reggae
reggae_0;3727909200000.0;183653800000.0;17148455000000.0;26957.684;13093.59;48981.734;103.92011435363504;67.38487328980978;133.79274090363631;reggae
reggae_4;4538020000000.0;174766420000.0;33450503000000.0;26825.0;12257.646;57908.715;73.60675301907239;46.26519898297779;98.47036288308271;reggae
reggae_90;10399552000000.0;610292600000.0;100437390000000.0;40395.65;23960.273;80666.69;74.9495910348827;50.49596464636397;84.92696797859084;reggae
reggae_2;3725638200000.0;136976810000.0;24317593000000.0;24388.264;11149.691;54865.184;65.79969201923006;41.30536939272413;97.62391372583008;reggae
reggae_6;4828299300000.0;46068855000.0;36000460000000.0;21706.934;6495.0435;59105.19;44.29679283063374;27.06852477194387;86.97412606067658;reggae
reggae_78;3502022600000.0;314695400000.0;23607258000000.0;27910.168;16262.294;54483.71;101.19685958934896;67.64895944835312;108.345401626439;reggae
reggae_85;6245553000000.0;46811062000.0;33556072000000.0;33482.984;5437.6675;57783.336;139.79670696850854;91.8484498124824;150.8928534681247;reggae
reggae_88;5740765000000.0;966232640000.0;20197400000000.0;52088.656;36217.855;48729.582;160.75826934741087;119.26909770074936;148.75887781831645;reggae
reggae_91;1985770700000.0;124664580000.0;7811375300000.0;22690.523;12068.955;31941.834;133.6936862214921;87.88108622732292;153.3288335318744;reggae
reggae_99;11981859000000.0;2363417400000.0;85002420000000.0;65166.543;50789.72;105429.55;172.5052683279094;118.4176790479278;163.73031529314682;reggae
reggae_98;7491372400000.0;304213980000.0;78881570000000.0;34140.1;16035.246;85935.59;66.63710660239744;42.27676634562752;88.1222992054739;reggae
