id;frequency_power_mean;frequency_power_median;frequency_power_deviation;amplitude_mean_mean;amplitude_mean_median;amplitude_mean_deviation;weighted_frequency_mean;weighted_frequency_median;weighted_frequency_deviation;label
jazz_15;1337248700000.0;19497361000.0;5257699500000.0;15266.342;4974.3716;29260.846;111.50815092789564;71.63836896112214;146.8199753147242;jazz
jazz_3;1418643900000.0;1511245800.0;8050752600000.0;11794.158;1061.1302;36183.15;67.99778891092305;42.917973375739685;125.82273290381944;jazz
jazz_20;300044200000.0;1023745900.0;1727998200000.0;3890.259;854.36896;11321.4;70.03134199253186;43.67880612321008;118.9118173132678;jazz
jazz_29;435183160000.0;16418824000.0;1716847900000.0;9927.189;4537.4424;16809.861;110.63110036577008;71.73833962413784;135.42120535806967;jazz
jazz_23;2570864600000.0;51622797000.0;15979271000000.0;17802.812;7722.628;40155.73;93.7922398418048;60.414753176415815;138.65461608445133;jazz
jazz_21;807107950000.0;118859140000.0;3646410700000.0;17286.371;12632.092;22974.682;145.09145548542756;98.85048707494872;145.47497526304198;jazz
blues_19;3580708800000.0;16299874000.0;17549966000000.0;18465.172;3211.8938;44897.273;116.57050071130288;75.12933543252907;149.19868347410645;blues
blues_7;6782715000000.0;224939180000.0;39407740000000.0;30420.434;10869.022;68442.086;116.30896313415286;75.31458259878829;141.0539967783103;blues
blues_4;3284207000000.0;307194100000.0;9834011000000.0;27427.326;13925.65;44481.176;167.20301481886793;113.39646809779902;177.49134825298492;blues
blues_20;2386787000000.0;13680889000.0;13648292000000.0;15132.918;3210.241;38756.492;95.11836028111968;60.451330189392166;135.33939541420554;blues
blues_15;2731336800000.0;21979058000.0;11440825000000.0;16223.653;3718.5525;34256.13;126.13095331432974;82.07926264367507;156.01341673304157;blues
blues_18;2738196300000.0;9732419000.0;19021196000000.0;13218.611;3160.5835;34305.316;84.01867889463851;53.774035132422114;129.30611045130453;blues
blues_94;7450220600000.0;126991140000.0;67973423000000.0;22859.39;7093.4355;79024.88;44.75910658165898;27.46474408619301;79.64926492323222;blues
blues_1;3418722100000.0;72017220000.0;18444234000000.0;20903.625;7512.509;52003.99;65.90004604853311;41.4870716349953;105.86367131139988;blues
blues_95;10847194000000.0;213800160000.0;60913330000000.0;38832.98;11967.242;101968.54;63.50893146960823;39.60530012781773;106.6058255888406;blues
blues_9;3218014000000.0;120578000000.0;12798498000000.0;19138.018;8754.362;34035.79;121.3502016594556;79.8728417517087;152.20508238925692;blues
blues_13;5060553600000.0;9546637000.0;64079784000000.0;19288.953;3573.992;66749.89;55.187426502475546;34.83263251668396;107.5518792815651;blues
blues_6;8543355000000.0;274995840000.0;32151823000000.0;32681.3;10892.014;62624.227;135.14913714623046;88.66047582403691;161.0715166117539;blues
blues_11;2025306300000.0;17645097000.0;20674647000000.0;9945.285;3327.458;34417.562;34.33774620110777;21.061707414499654;81.00351821308016;blues
blues_96;1028877450000.0;15627176000.0;5253699700000.0;8572.922;2383.3284;25789.486;61.06335949885889;38.40093826397276;109.28457007135222;blues
blues_2;9983616000000.0;184858770000.0;33756402000000.0;48995.336;14550.578;94328.88;105.49393249707497;67.60097319578142;144.40651429892316;blues
blues_16;2790035300000.0;17772878000.0;10838242000000.0;17192.96;3734.9453;35650.824;124.94523251639532;81.30137425759305;158.61436166141704;blues
blues_0;5806242000000.0;139680710000.0;21996532000000.0;35902.656;13056.21;66641.59;90.15824854870417;57.54879058024633;131.49973728856207;blues
blues_99;4879106000000.0;76324020000.0;15428009000000.0;29437.652;7643.6934;48598.215;147.6778602186131;98.33917007389854;174.0450845624583;blues
blues_17;3189398600000.0;12211621000.0;23085770000000.0;17514.59;2914.0222;50241.0;77.51032468809204;48.59409229707671;116.18645756110767;blues
blues_5;4307483000000.0;839383300000.0;18504110000000.0;27767.371;19056.016;47934.492;170.77705408836482;118.72446395663655;163.0519067748651;blues
metal_21;3737562600000.0;1062767700000.0;17889615000000.0;45982.645;40231.344;53032.89;176.36033075787762;123.82841573668802;159.0138829839031;metal
metal_11;15756461000000.0;2183994900000.0;53665610000000.0;101035.9;62712.55;128129.99;177.1634076345951;122.13296270969494;168.9875962616178;metal
metal_12;3901757300000.0;672621500000.0;15831253000000.0;50335.86;34086.914;61313.5;185.6667012670938;129.03102311738732;173.43579441183843;metal
metal_18;4183792500000.0;418575880000.0;10396638000000.0;52689.617;23089.746;63258.246;218.88141427048055;153.66030958712292;202.64138616420448;metal
metal_8;1071872600000.0;125351035000.0;6905670000000.0;20574.74;12024.512;32786.14;123.93168755278909;88.56516695886222;122.20714660114162;metal
metal_1;2878558200000.0;361138550000.0;13278010000000.0;39026.445;24310.043;52818.03;135.2351363004045;92.58185315803942;134.2631250594733;metal
metal_22;12388630000000.0;901967500000.0;54230367000000.0;64427.08;38767.957;112534.29;101.08692997535712;65.69650876213746;125.62645723470264;metal
metal_99;9516280000000.0;960309800000.0;73963660000000.0;52608.887;34880.18;95858.0;85.43535756181666;54.91447208829671;100.3762428429255;metal
metal_20;4215333700000.0;736231700000.0;18751899000000.0;45713.92;32485.691;64340.24;131.6764893582209;88.90109907159378;132.3863274534185;metal
metal_95;11245307000000.0;1256960800000.0;72910540000000.0;64065.39;41747.375;102231.625;96.13758155517506;62.91637241238606;108.82216464017095;metal
metal_10;4217931600000.0;1110375900000.0;15959070000000.0;54533.016;42956.836;62882.418;187.93926339563825;133.97372162801037;165.14023498071893;metal
metal_15;3634951000000.0;750131600000.0;16579182000000.0;45935.383;35232.133;61000.01;151.26549874495282;105.595551888005;141.3043434750645;metal
metal_13;2229116900000.0;563563460000.0;8302244700000.0;40782.984;31784.117;45301.836;207.08193914135416;147.75547961910758;182.12650895570596;metal
metal_94;2615764000000.0;523794120000.0;8125999000000.0;36360.93;26292.564;42248.625;162.0333557337135;111.11733643481406;157.89227418751528;metal
metal_5;4715540600000.0;500730230000.0;22024504000000.0;44161.695;28488.736;64645.297;114.40877038097416;75.48804027786991;126.74995322215094;metal
metal_19;3271777800000.0;610300900000.0;12787564000000.0;42382.316;29638.164;55194.51;152.1818207886461;104.39143822150956;146.34870482829172;metal
metal_0;4082557800000.0;563779800000.0;18072797000000.0;50887.71;29914.37;57366.35;169.4872716693488;122.0749405157481;152.08987633099505;metal
metal_93;2637388800000.0;441154140000.0;15756622000000.0;33016.83;28141.281;51141.62;111.25382026997384;73.57201768684979;120.51291570772914;metal
metal_98;6952004000000.0;504740700000.0;43683836000000.0;44707.652;23510.902;75671.21;90.93037379628402;58.48039025381533;106.42324102312736;metal
metal_4;1222918700000.0;255788430000.0;6184162000000.0;29357.902;20932.363;33963.6;171.25128347212834;124.58951258202184;150.88085455583663;metal
reggae_94;5742787600000.0;171718770000.0;29545020000000.0;38954.5;11766.378;68338.91;112.02182190095684;72.66668426738964;137.1036208355537;reggae
reggae_87;16520602000000.0;1370310300000.0;178414720000000.0;53058.547;35925.37;101263.53;78.507602271325;56.0936822792816;87.8163682157006;reggae
reggae_82;12485862000000.0;1131051000000.0;159141050000000.0;43997.62;28634.805;105544.33;65.56985844897656;43.12704244924244;78.99439724629183;reggae
reggae_84;4248514300000.0;166605110000.0;21946358000000.0;28708.305;12869.474;61814.71;83.84413994973954;53.473354692833965;119.02600930113564;reggae
reggae_86;40375880000000.0;29565170000000.0;36850070000000.0;236384.94;220007.66;103034.15;484.4346685981335;478.7337028697858;290.49307723615914;reggae
reggae_83;1259013800000.0;23076246000.0;5113133000000.0;11598.9375;3286.21;25799.682;137.1519332313998;90.11391193991282;157.71428829819672;reggae
reggae_1;2396857000000.0;42324900000.0;15742723000000.0;18146.941;6661.586;45091.01;55.64309622067443;34.57476141589282;97.96049130056844;reggae
reggae_80;14575418000000.0;1204992300000.0;182414960000000.0;48084.906;30470.672;115632.77;64.00157800726686;41.73823283445614;78.93516019269042;reggae
reggae_92;3000604800000.0;179666520000.0;11922510000000.0;27166.326;14119.216;39731.527;131.2057219111392;85.91055526014486;152.41710199794153;reggae
reggae_0;3126639700000.0;154251940000.0;14417410000000.0;24778.96;12043.169;44976.066;103.95795359995144;67.41247230717704;133.82108643698794;reggae
reggae_4;3813098700000.0;146569080000.0;28121615000000.0;24692.805;11320.178;53326.45;73.52414815178585;46.21375408914335;98.39475481317848;reggae
reggae_90;8700394700000.0;514764370000.0;84348530000000.0;37161.008;22049.172;74184.44;75.1418154024175;50.63027662792044;85.0201605288532;reggae
reggae_2;3109072400000.0;114820200000.0;20297355000000.0;22389.3;10224.434;50297.383;65.9598453198892;41.41194941253103;97.7553456559709;reggae
reggae_6;4046676600000.0;38535690000.0;30399630000000.0;19894.682;5925.392;54336.043;44.27322651680594;27.05210291564039;86.93851665725951;reggae
reggae_78;2936898300000.0;263056720000.0;19816319000000.0;25655.658;14962.581;49945.465;101.27685920764708;67.70859268186649;108.38888290357626;reggae
reggae_85;5238747000000.0;40495153000.0;28185622000000.0;30761.629;5073.444;52984.402;139.76750468732243;91.82601963887284;150.87326999217314;reggae
reggae_88;4809708000000.0;811849700000.0;16919147000000.0;47871.32;33305.004;44751.32;160.92495261850567;119.40925367192546;148.8312247467056;reggae
reggae_91;1669019000000.0;104666970000.0;6583127400000.0;20840.95;11060.421;29341.596;133.61381158255978;87.8208088469492;153.31007487240683;reggae
reggae_99;10058659000000.0;2011966500000.0;71654130000000.0;59925.89;47021.312;96529.64;172.38572183282724;118.32830369820788;163.63365457630917;reggae
reggae_98;6278932000000.0;256192040000.0;66445975000000.0;31340.781;14762.744;78730.1;66.59307524324717;42.2447472322022;88.08131288817599;reggae
